ticker,as_of,float_M,os_M,confidence,basis,computed_at,note
LPA,2025-05-22,3.18,31.62,high,20-F 2025-04-02 + 424B3 05-06 O/S (de-SPAC),2026-06-24T18:27:23,"Logistic Properties of the Americas de-SPAC, Ordinary Shares NOT ADS; O/S=31.62M outstanding as of Apr 25 2025 per 424B3 05-06 (resale registration, not new issuance); excluded JREP/Latam/Jaguar control block 26.312M (=Thomas McDonald D&O group, same shares) + HC PropTech sponsor (Hennessy) 2.131M; float 3.18M; matches DT 3.34M."
LPCN,2025-05-16,5.0,5.35,high,DEF 14A (24d) + 10-Q current,2026-06-24T18:27:23,"Lipocine, US. O/S 5,350,356 confirmed by both DEF 14A 2025-04-22 and 10-Q 2025-0"
LTBR,2025-05-23,22.0,22.98,high,S-3 cover (current O/S) + DEF 14A table,2026-06-24T18:27:23,"Lightbridge Corp, US. S-3 2025-05-23 cover: 22,980,895 common O/S (grew via offe"
LTRN,2025-05-07,9.9,10.78,high,10-K cover (current) + DEF 14A table (stale),2026-06-24T18:27:23,"Lantern Pharma, US. 10-K 2025-03-27: 10,784,725 common O/S. Entire O/S only ~10."
LUNR,2025-05-13,107.7,117.33,med,"10-Q 2025-05-13 cover (Class A, as of May 8 2025)",2026-06-24T18:27:23,"Intuitive Machines Up-C de-SPAC; LUNR=Class A traded class, O/S Class A=117.33M (as of 2025-05-08); Class C (61.3M founder OpCo-unit control class, Ghaffarian/Altemus/Crain) not traded and excluded from Class A basis; subtracted D&O-group Class A 9.63M (incl some RSUs/pref-conversion; real held ~5M); float ~108-112M well above 20M; DT 135M counts a broader basis."
LYFT,2025-05-09,407.5,412.11,high,10-Q 2025-05-08 cover + 2025 DEFC14A ownership,2026-06-24T18:27:23,"Lyft Class A is the traded class; O/S Class A=412.11M (as of May 5 2025 per 10-Q); excluded D&O group Class A 4.65M; founder Class B 8.53M (Green/Zimmer, 20-vote control class) is separate non-traded; KEPT passive Vanguard 32.1M & Fidelity 30.6M; float ~407.5M, far above 20M."
MAXN,2025-05-13,6.85,16.90,high,20-F 2025-04-30 (FY24) + 13D/A 04-10; post 1:100 reverse split,2026-06-24T18:27:23,"Maxeon Solar (Singapore, ordinary shares NOT ADS); current O/S=16.90M outstanding as of Apr 21 2025 (already reflects 1-for-100 reverse split); excluded TZE/Zhonghuan Singapore control block 9.96M (59.0%, per 13D/A) + D&O individuals ~0.085M; float 6.85M; matches DT 6.73M."
NTHI,2025-05-08,7.38,18.75,high,424B4 direct-listing prospectus (cover O/S + ownership table),2026-06-24T18:27:23,"NeOnc Technologies. Direct listing 2025-03-26; no DEF14A yet. O/S=18,745,685 (42"
NUKK,2025-05-20,3.35,5.03,med,10-KT 2025-05-08 cover + PRE14A,2026-06-24T18:27:23,"O/S 5,026,363 common (10-KT cover as of 2025-05-01, post 8:1 reverse split & dilution; listed common, Class B 9.25M is separate non-listed class); excluded D&O group ex-warrants ~1.01M (Shalom 0.5M + dirs + Kotaieva/X Group 0.47M) + Emil Assentato founder/ex-chairman 0.671M = 1.68M; East Asia/Nukk Notes <20% kept; float ~3.35M <20M; no DT anchor."
NVAX,2025-05-08,160.56,161.96,high,10-Q cover (2025-05-08) + DEF14A ownership,2026-06-24T18:27:23,"Novavax. Current O/S=161,957,868 (10-Q). D&O group 1,396,755 (1%) excluded; 5% h"
NVTS,2025-05-27,133.70,191.81,high,10-Q 2025-05-09 + DEF14A,2026-06-24T18:27:23,"O/S 191.81M Class A common (10-Q cover; single class, Class B=0); excluded D&O group ex-options 58.10M (captures control affiliates Singh/SiCPower 24.9M, Atlantic Bridge/Long, Capricorn-Libra/Saluja, Live Oak/Hendrix); proxy 396d stale but float ~134M >>20M so insensitive; new 0M ATM (424B5 2025-05-27) not yet issued; DT 172.54/233.71 is post-as_of dilution."
NXTT,2025-05-12,109.0,436.27,high,"DEF14A + 10-Q cover (2025-05-09), Record Date",2026-06-24T18:27:23,"Next Technology Holding. O/S=436,265,135 (both DEF14A and 10-Q, days before as_o"
OCG,2025-05-07,17.16,19.07,med,F-3 2024-12-05 O/S + 6-K 2025-05-02 + 20-F table,2026-06-24T18:27:23,"O/S ~19.07M ordinary = 18,569,340 (F-3 as of 2024-12-04, post 14M-share offering dilution) + 0.5M stock award 2025-04-28; trades ordinary directly NOT ADS; excluded small insider set ~1.91M = D&O group 0.434M + CEO/employee grants ~0.5M + 2 BVI affiliate SPVs Kong+Gao 0.98M; selling-shareholder offering shares are public float; float ~17.2M <20M; DT 1.94/1.94 reflects a POST-as_of reverse split (~1:10), point-in-time O/S ~10x larger."
OM,2025-05-08,17.38,17.72,high,10-Q 2025-05-07 cover + DEF14A 2025-04-11,2026-06-24T18:27:23,"Current O/S 17,722,310 common (10-Q cover, May 2 2025, post reverse-split & preferred conversion); excluded D&O group ex-options 342,100; kept all 5% holders (FMR/Durable/Alyeska/PFM/T.Rowe/Woodline/Perceptive) as passive 13G institutions."
ORIC,2025-05-28,65.96,71.08,high,10-Q cover (2025-05-05) + DEF14A ownership,2026-06-24T18:27:23,"ORIC Pharmaceuticals. Current O/S=71,078,511 (10-Q & DEF14A). D&O group 5,115,72"
OSCR,2025-05-07,197.94,218.99,high,DEF14A 2025-04-25 cover (Class A),2026-06-24T18:27:23,"Listed class is Class A; Class A O/S 218,993,334 (record date ~Apr 10 2025); excluded D&O-as-a-group Class A 21,050,331 (incl Thrive/Kushner 10.5M Class A); kept Vanguard/BlackRock/Dragoneer/Deerfield/T.Rowe as passive; Class B 35.5M is a separate unlisted class; float well above 20M."
OUST,2025-05-09,51.67,53.79,high,10-Q 2025-05-09 cover + DEF14A 2025-04-28,2026-06-24T18:27:23,"Current O/S 53,794,970 common (10-Q cover May 2 2025, post 1-for-10 reverse split); excluded D&O-group ex-options 2,120,553 (founders Pacala/Frichtl inside group); kept Vanguard 3.48M & BlackRock 3.07M passive 13G; float well above 20M."
PBM,2025-05-05,0.50,0.58,med,6-K 2025-05-06 press rel + 13D/A 2025-05-12,2026-06-24T18:27:23,"1-for-7.97 reverse split effective at market open May 5 2025; post-split O/S ~583,263 (pre-split 4,648,610); parent Psyence Group Inc. ~85,160 post-split (selling out May 2-9) excluded; D&O hold 0; serial split (also Nov-2024 75-for-1 prior)."
PGY,2025-05-08,42.06,63.06,high,10-Q 2025-05-07 cover (Class A) + DEF14A 2025-04-30,2026-06-24T18:27:23,"Listed class Class A Ordinary (Israeli, trades directly not ADS); Class A O/S 63,055,282 (Apr 30 2025); excluded D&O-group Class A 2,275,545 + board-affiliated VC Viola Ventures 8,175,776 + Oak HC/FT 10,540,877; kept BlackRock 3.21M & GIC 3.66M passive; Class B 12.65M separate unlisted class; float well above 20M."
PPIH,2025-05-02,7.52,7.98,high,"10-K balance sheet (FY end Jan 31 2025, in thousands) + DEF14A ownership",2026-06-24T18:27:23,"Perma-Pipe International Holdings. Current common O/S~7,983,000 (10-K 2025-05-01"
PRCH,2025-05-07,78.1,101.85,high,DEF 14A cover (2025-04-17),2026-06-24T18:27:23,"O/S=101,846,978 voting common as of 3/31/25 (excludes 18.3M non-voting Reciproca"
PRE,2025-05-21,9.60,11.45,med,20-F 2025-04-30 (Item 7),2026-06-24T18:27:23,"Listed class A Ordinary (trades directly; 20-F says ADS Not Applicable - ADS flag false positive, NO division); Class A O/S ~11,453,009 (Apr 24 2025, post 1-for-15 reverse split); total ordinary 12.98M incl 1.58M Class B founder super-voting; excluded D&O-group Class A 889,780 + principal holder Lo Yuk Ming Dennis 962,963; kept Prudential HK passive; float <20M (DT os 16.87M is later snapshot)."
PULM,2025-05-27,3.52,3.65,high,10-Q cover (2025-05-15),2026-06-24T18:27:23,"Pulmatrix. Current 10-Q O/S=3,652,285 (424B3 shelf 2025-05-09 not yet drawn; 10-"
QBTS,2025-05-08,282.8,291.35,high,10-Q cover (2025-05-08),2026-06-24T18:27:23,"D-Wave Quantum. Current 10-Q O/S=291,351,403 common. Excl D&O group 8.58M (3.2%,"
QMCO,2025-05-19,6.66,6.95,med,424B3 2025-04-29 cover + DEF14A 2025-03-27 + 13D/A 2025-04-17,2026-06-24T18:27:23,"Current O/S 6,949,763 (424B3, Mar 18 2025, post 1-for-20 reverse split Aug 2024); excluded D&O-group 294,326; PIMCO/Blue Torch (was 14.7%, 13D control lender) SOLD ALL shares Apr 15 2025 -> 0%, NOT excluded; kept Long Focus 458,041 & ADK Soho 382,718 passive; no 10-Q in window; DT os 25.26M is later (2026) snapshot after heavy ATM dilution."
QUBT,2025-05-16,113.2,140.9,high,10-Q cover (2025-05-15),2026-06-24T18:27:23,"Quantum Computing Inc. Current 10-Q O/S=140,903,536. Excl D&O group 27.74M (19.3"
QVCGB,2025-05-06,0.77,9.11,high,DEF14A 2025-03-28,2026-06-24T18:27:23,"QVCGB Series B supervoting class: record-date O/S 9,114,716; exclude Maffei (Chairman) 8,345,664 = 89.4% of series (D&O group QVCGB 8.346M, all Maffei); reverse split proposed in proxy but NOT yet effected as_of."
RAIN,2025-05-12,3.09,7.53,med,10-K 2025-04-15 + 424B3 2025-04-25,2026-06-24T18:27:23,"RAIN=Class A of de-SPAC Rain Enhancement; Class A O/S 7,528,761 (post-PIPE, per 424B3); excluded RWT founders You(1.45M real)+Dacier(1.86M)+de Masi(0.092M real, all ex-options)+Coliseum Sponsor(1.02M)+Dickerson(0.018M)=4.44M; kept passive Meteora/Stevenson/ColoredRings."
RDIB,2025-05-15,0.47,1.68,med,10-K/A 2025-04-30 (as of 2025-03-28),2026-06-24T18:27:23,"RDIB=Reading Intl CLASS B VOTING (the ticker's class), O/S 1,680,590; exclude Cotter family control 1,208,988 (71.9%, dedup of Margaret/Ellen/Estate/Living-Trust overlap); KEEP Mark Cuban 172,355 (activist, no board seat) + GAMCO 119,530 (passive 13G). DT os 22.72/float 18.81 is the Class A (RDI) non-voting basis - DT mismapped RDIB."
RDW,2025-05-27,24.0,63.85,medium,10-Q cover (2025-05-12) common O/S; DEFM14A ownership (2025-05-09),2026-06-24T18:27:23,"Redwire. Current common O/S=63,852,690 (DEFM14A cover 77.08M reflects a record-d"
RENT,2025-05-12,3.30,3.83,med,10-K cover 2025-04-11 + DEF14A 2024-05-23,2026-06-24T18:27:23,"RENT=Rent the Runway Class A; current O/S 3,825,951 (10-K cover Apr-11-2025, post 1-for-20 reverse split); exclude D&O group ex-RSU 121,222 + Bain Capital Ventures 408,820 (Scott Friend board seat); KEEP Goldstone/Highland/TCV/T.Rowe (no board seats). DT os 33.59M is pre-split/later-diluted basis."
RGTI,2025-05-14,288.8,290.32,high,10-Q cover (2025-05-12),2026-06-24T18:27:23,"Rigetti Computing. Current 10-Q O/S=290,322,889. Excl D&O group 5.66M (1.9%, alm"
RUM,2025-05-09,113.4,338.63,med,DEF14A 2025-04-25 + 10-Q 2025-05-08,2026-06-24T18:27:23,"RUM=Rumble Class A; as-converted economic O/S 338.63M (Class A 214.8M + ExchangeCo/Class-C 123.69M per 10-Q); excluded D&O group as-converted ex-options 121.88M (Pavlovski et al, incl ExchangeCo) + Tether strategic 103.33M (30.5%, non-passive >20% PIPE investor); Class D/C non-economic voting not counted. Float >>20M. DT keeps Tether -> float 211.5M; I exclude per >20% non-passive rule."
VCIG,2025-05-02,1.25,2.73,med,"6-K 2025-04-03 (1:20 split, ~2.8M O/S) + 20-F/A 2024-10-11 (ownership)",2026-06-24T18:27:23,"VCI Global (Malaysia), trades ordinary directly (ADS flag false positive); 1-for-20 reverse split eff Apr 3 2025 cut O/S ~54.5M->~2.8M; current O/S ~2.73M (no issuance Apr 3-May 2); excluded D&O group 29.46M pre-split /20 = 1.47M (Victor Hoo Chairman/CEO control incl V Invesco + spouse Karen Liew Exec Director + officers); DT 5.544/2.85 reflects later post-May dilution (~2x)."
VENU,2025-05-27,27.49,37.50,high,10-Q 2025-05-15 + 10-K 2025-03-31 (ownership),2026-06-24T18:27:23,"Venu Holding (US/Colorado); current voting Common O/S 37,503,341 (10-Q; 5:1 forward split already baked in); excluded D&O group ex-options/warrants 10.01M (group 14.96M beneficial minus 3.70M warrants minus 1.25M Roth option; JW Roth Chairman 34% is the only >5% holder, in D&O); 379,990 non-voting Class B excluded from traded class; DT 63.85/52.42 reflects later post-May dilution."
VERB,2025-05-13,1.11,1.11,high,10-Q 2025-05-13 cover + DEF14A 2024-08-16,2026-06-24T18:27:23,"Current O/S 1,113,143 per 10-Q filed 2025-05-13 (post serial reverse splits); 2024 proxy D&O group 806,920 = 0.55% of then-145.6M O/S, all insiders <1%, no control or >20% holder; nearly all O/S is float."
VIGL,2025-05-22,37.75,46.672,high,DEF 14A table + 10-K/10-Q cover,2026-06-24T18:27:23,"Vigil Neuroscience. O/S 46,671,534 common. D&O group 8,919,818 (incl Chairman Br"
VMAR,2025-05-06,10.34,10.40,med,6-K mgmt circular 2025-04-04 (record date 2025-03-27) + 20-F 2024-12-20,2026-06-24T18:27:23,"Current O/S 10,400,665 common per AGM circular record date 2025-03-27 (post Feb-2025 offerings, pre a later reverse split that DT's 1.56M reflects); VMAR trades common shares directly (ADS flag false positive, no division); excluded D&O group ~62K (2.2% in Dec-24 20-F), kept KPAC Holdings 180K (6.3% passive); no control person."
WAI,2025-05-05,,180.21,med,6-K 2025-04-24 + 20-F 2025-04-17,2026-06-24T18:27:23,"Class A O/S 180,211,267 per 6-K 2025-04-24 (25-for-1 consolidation APPROVED 2025-04-24 but effective date at board discretion, NO effective-date 6-K <= as_of so still PRE-consolidation); ticker=Class A traded class; excluded D&O group 576K Class A incl founder Ruilin Xu's BVI shell, Class B (3.79M) is separate non-traded class; float ~179.6M >> 20M; DT 2.36M reflects later effected consolidation."
WBUY,2025-05-09,0.61,0.61,high,6-K 2025-05-08 + 20-F 2025-04-22,2026-06-24T18:27:23,"Class A O/S 607,023 per 6-K filed 2025-05-08 (post serial 1-for-40 then 1-for-3 reverse splits); ticker=Class A traded class; founder Bin Xue and all D&O hold ONLY Class B (via GBUY Global / WeBuy Talent Cayman shells), zero Class A held by insiders so entire Class A is float; DT 5.48M reflects later 2025 dilution."
WEST,2025-05-09,40.6,94.622,high,10-Q cover (common O/S) + DEF 14A table,2026-06-24T18:27:23,"Westrock Coffee. Common O/S 94,622,000 (10-Q 2025-05-08; separate 23.5M Series A"
WFF,2025-05-20,7.99,25.19,med,13G 2025-05-19 (O/S as of 2025-05-15) + 20-F 2025-04-30,2026-06-24T18:27:23,"Current O/S 25,190,000 ordinary per 13G filed 2025-05-19 (as of 2025-05-15); single-class, no ADS; excluded control block 17,203,320 = Lew Capital 15,853,320 (brothers Chee Hoong/Chee Seong Lew) + LYC Capital 1,350,000 (CEO's mother Yew Chean Lim, family affiliate) = D&O group; brother's 15.85M is same Lew Capital, no double-count; DT 5.04M likely reflects a later reverse split."
WGRX,2025-05-08,43.3,71.861,high,424B3/S-1 cover (current O/S) + 10-K table; multidoc,2026-06-24T18:27:23,"Wellgistics Health. Current O/S 71,860,505 common (424B3 2025-05-07 & S-1 2025-0"
WKSP,2025-05-15,4.95,5.20,med,10-Q 2025-05-15 cover + DEF14A 2024-10-23 (scaled for 1-for-10 split),2026-06-24T18:27:23,"Current O/S 5,200,130 common per 10-Q cover as of 2025-05-15 (post 1-for-10 reverse split eff 2025-03-18); excluded D&O group ex-options ~254,879 (pre-split 2,548,789 / 10), CEO Steven Rossi controls via 100 Series A Pref (51% vote) plus ~249K common; kept Armistice Capital 492,232 (9.99%, passive 13G); DT 16.79M reflects later 2025 dilution."
WOLF,2025-05-02,125.3,126.409,high,10-Q cover (current O/S) + DEF 14A table,2026-06-24T18:27:23,"Wolfspeed (large-cap semi). Current common O/S ~126,409,000 (10-Q 2025-01-30, re"
XAGE,2025-05-21,0.84,1.00,med,10-Q/424B3 (O/S as of 2025-05-12) + DEF14A 2025-02-10 (scaled 1-for-30),2026-06-24T18:27:23,"Current O/S 1,003,995 common per 10-Q cover as of 2025-05-12 (post 1-for-30 reverse split eff 2025-05-12; 268,840-share May-19 424B3 already in count); excluded D&O group ex-options 4,858,705 pre-split / 30 = 161,957 (incl Chairman Shukla 12% and dir Upton/Harbor Light 5%); 5% holders None; DT 2.48M reflects later 20/20 Biolabs merger dilution."
YSXT,2025-05-22,1.44,22.26,med,424B4 2024-12-18 + IPO-closing 6-K 2024-12-20,2026-06-24T18:27:23,"Fresh dual-class China IPO (closed 2024-12-19); ticker=Class A. Class A O/S 22,260,175 (20,822,675 pre-IPO + 1,437,500 IPO incl full 187,500 greenshoe). IPO archetype: float = public offering 1,437,500 Class A. Pre-IPO Class A (20.82M, only 20 holders of record, all foreign BVI SPVs: Jeffre Xiao XJ 11.85M/founder, ZWQ 0.57M, XGR 0.88M + ~7.53M other pre-IPO holders) excluded as locked-up affiliates; 13G 'Jeffre Xiao XJ Holding' 54.88% is founder SPV not passive. DT float 13.42M diverges (counts unnamed pre-IPO holders/later issuance)."
ZCAR,2025-05-05,3.67,3.67,med,S-1 filed 2025-05-06 stating O/S as of 2025-04-30; DEF14A 2025-01-21 D&O table (scaled),2026-06-24T18:27:23,"Current O/S 3,673,235 as of 2025-04-30 (per next-day S-1, ratifies post 1-for-100 + 1-for-20 serial reverse splits and PIPE Third-Closing issuances); excluded D&O-group 105,234 pre-split /20 = ~5K post-split (negligible); Bailey resigned so kept; float approx equals O/S."
ZKIN,2025-05-09,4.21,5.16,med,"20-F 2025-01-27 (O/S 36,147,625 ord) + 6-K 2025-01-31 (1-for-7 reverse split); ownership table scaled /7",2026-06-24T18:27:23,"Ordinary-share Cayman name (ADS flag false positive, trades ordinary 1:1). Current O/S = 36,147,625/7 = 5.16M post 1-for-7 reverse split effective 2025-01-31; excluded D&O group/Golden Hill control vehicle 6,694,875 ord /7 = 0.956M; kept CF Opportunity Fund 8.73% (passive). DT 57.31M is June snapshot after post-as_of offerings."
FULC,2025-05-02,50.2,53.98,high,DEF 14A cover / 10-Q,2026-06-24T18:27:23,"Fulcrum Therapeutics, NORMAL biotech. O/S 53,979,306 (DEF 14A 2025-04-30 & 10-Q 2025-05-01 agree). All 5% holders (RA Capital 19.0%, BlackRock 10.3%, TCG, Nantahala, Suvretta, Vanguard, Adage) are passive 13G - kept. Excl only D&O group 3,781,825 (7.0%, ex-options)."
GDEV,2025-05-05,2.11,18.13,med,20-F 2025-03-31 Item7 major shareholders,2026-06-24T18:27:23,"ADS=1:1 ordinary (no division); O/S 18.13M ordinary (post 1-for-10 reverse split, matches DT); excluded Everix 7.44M + Fadeev 3.98M + Gertsovskiy 2.73M + Kismet sponsor 1.79M + residual D&O 0.09M (all director-designation control); Igor Bukhman 50% of Everix not double-counted."
GOGO,2025-05-09,65.1,130.92,high,10-Q cover / DEF 14A,2026-06-24T18:27:23,"Gogo Inc, NORMAL single-class. Current O/S 130,918,997 (10-Q 2025-05-09; proxy 132.25M). Excl D&O group 34,090,895 (25.78%, incl Chairman Oakleigh Thorne 28.89M) and GTCR PE sponsor 31,739,011 (24%, 13D filer w/ board nominees). Kept FMR 10.2% and BlackRock 7.8% (passive 13G)."
GOOS,2025-05-21,43.21,45.83,high,20-F 2025-05-21 Item7 (as of 5/5/25),2026-06-24T18:27:23,"Multi-class: GOOS=Subordinate Voting Shares only; SVS O/S 45.83M; not a true ADS (Canadian, trades SVS directly); excluded Dani Reiss SVS 1.76M + other D&O SVS ~0.86M (Bain & MVS class held control, 0 SVS); kept passive FMR/MorganStanley/MFS/PCM/Ameriprise."
GPUS,2025-05-07,1.70,1.71,high,DEF14A 2025-05-02 record-date Class A O/S,2026-06-24T18:27:23,"GPUS=Class A common; current Class A O/S 1.706M (DEF14A record date ~4/28/25); Ault 95.68% is VOTING power via Class B/preferred/warrants NOT Class A ownership; insiders hold only ~8.75K actual Class A; DT os=485M is post-2025 massive ATM dilution (lookahead), not point-in-time."
GRPN,2025-05-08,28.7,39.82,high,10-Q cover / DEF 14A,2026-06-24T18:27:23,"Groupon, NORMAL single-class. Current O/S 39,816,140 (10-Q 2025-05-07). Excl D&O group ex-options 11,101,256 actual common, which already includes Pale Fire Capital 10,181,070 (25.59%, CEO Senkypl + dir Barta share it - counted once, not double). Kept passive 5% holders Windward, Continental General, Linmar; kept ex-chairman Lefkofsky 9.92% (off board since 2023, <10%, no control). Excl-Lefkofsky alt float 24.8M - both >20M."
GYRE,2025-05-27,11.4,89.86,medium,10-Q + 424B5 current O/S / DEF 14A,2026-06-24T18:27:23,"Gyre Therapeutics, GNI-controlled. Current O/S 89,858,431 = 10-Q 87,636,209 (Mar 31) + 424B5 offering 2,222,222 (May 23); proxy's 93.6M appears stale/erroneous. Excl GNI Group parent 72,773,219 actual common (77.9%, 13D; their 73.3M beneficial incl 540k pfd-conversion), D&O group ex-options 2,835,260 (group's 10.07M is mostly options), and GNI-affiliated ex-CEO Ying Luo 2,840,376 actual shares. Float ~11.4M (14.2M if Luo kept). DT 17.5M/97M is 6/2026 w/ later dilution."
HCAI,2025-05-07,1.725,31.725,high,424B4 2025-02-06 IPO + 6-K 2025-03-11 over-allotment,2026-06-24T18:27:23,Fresh China IPO (Huachen AI); float = public offering 1.5M + fully-exercised 225K over-allotment = 1.725M ordinary; total O/S 31.725M (30M pre-IPO founder SPVs excluded as controlled company); ordinary shares trade directly (no ADS); DT os=1.16M is a data error.
HCWB,2025-05-13,0.67,1.12,high,DEF14A 2025-04-28 table (post 1-for-40 reverse split),2026-06-24T18:27:23,"Single-class common; O/S 1,123,371 as of 4/22/25 (post 1-for-40 reverse split effected 4/11/25); excluded D&O group ex-options 451,724 (incl founder/CEO Hing Wong 401,357); no institutional 5% holders; S-1 offering effective 5/15 is after as_of; DT os=9.58M is later dilution."
